contract_id,account_id,total_contract_value,monthly_payment_amount,payment_status,vendor_code,product_category,payment_method,delinquency_cycle,underwriter_id,collateral_value,interest_rate
CON-5964,ACC-1010,67587,4401,CURRENT,VNDR_A,Equipment,ACH,60,UW_99,40k,0.074
CON-5965,ACC-1409,$59174,3126,CURRENT,VNDR_B,Fleet_Car,Credit Card,30,UW_45,155k,5.5%
CON-5966,ACC-1079,$145600,3256,past due,VNDR_C,Fleet_Car,Autopay,30,UW_45,75000,0.044
CON-5967,ACC-1490,54020,4050,Past Due,VNDR_B,FLEET_TRUCK,ACH,60,UW_45,133k,0.042
CON-5968,ACC-1313,62295,2181, Paid ,vndr_c,Equipment,Autopay,90,UW_99,62000,0.062
CON-5969,ACC-1406,32160,2455,Past Due,VNDR_B,Fleet_Car,Autopay,,UW_99,113k,8.3%
CON-5970,ACC-1267,38842,2414,CURRENT,vndr_c,Fleet_Car,Autopay ,60,UW_99,102000,0.065
CON-5971,ACC-1042,132415,2808,Past Due,vndr_b,Fleet_Car,Autopay ,,UW_102,94000,5.9%
CON-5972,ACC-1021,116923,1570,Past Due,VNDR_B,Equipment,Credit Card,60,UW_45,93000,0.071
CON-5973,ACC-1275,27571,1014,Paid,vndr_b,Equipment,Credit Card,,UW_102,32000,5.7%
CON-5974,ACC-1163,26723,1098,Paid,vndr_a,FLEET_TRUCK,Credit Card,,UW_45,45k,4.8%
CON-5975,ACC-1002,$19087,1784,Paid,VNDR_B,Fleet_Car,Autopay,30,UW_102,117k,0.071
CON-5976,ACC-1472,$120371,2531,Paid,VNDR_C,Equipment,Autopay ,30,UW_45,56000,6.8%
CON-5977,ACC-1461,86464,1576, Paid ,VNDR_B,Equipment,ACH,90,UW_99,22k,5.9%
CON-5978,ACC-1405,$132736,2801,Past Due,vndr_a,Equipment,Autopay ,30,UW_45,77k,4.5%
CON-5979,ACC-1133,82239,1244,Past Due,vndr_b,Fleet_Car,ACH,,UW_102,121k,0.053
CON-5980,ACC-1426,$67635,2389,Current,VNDR_A,Equipment,ACH,30,UW_102,29k,4.5%
CON-5981,ACC-1257,112229,3940,Current,vndr_a,Equipment,Autopay ,0,UW_45,56k,0.075
CON-5982,ACC-1236,18725,1621,Paid,VNDR_A,FLEET_TRUCK,Autopay,30,UW_102,107000,5.1%
CON-5983,ACC-1012,$147538,4368, Paid ,VNDR_A,Fleet_Car,Autopay ,,UW_99,67000,0.055
CON-5984,ACC-1273,52581,871,CURRENT,vndr_c,Fleet_Car,Autopay ,60,UW_99,101k,7.1%
CON-5985,ACC-1198,52614,3948,CURRENT,VNDR_A,Fleet_Car,ACH,,UW_45,79k,4.0%
CON-5986,ACC-1315,$34378,2384, Paid ,vndr_c,Fleet_Car,Autopay,,UW_102,141000,6.9%
CON-5987,ACC-1450,105478,2275,Current,vndr_a,FLEET_TRUCK,Credit Card,90,UW_102,136k,8.0%
CON-5988,ACC-1210,57026,3710,CURRENT,vndr_a,FLEET_TRUCK,Credit Card,60,UW_99,25k,5.3%
CON-5989,ACC-1237,121376,2289,past due,VNDR_B,Equipment,Autopay,30,UW_45,126k,0.06
CON-5990,ACC-1401,68979,3334,past due,vndr_b,Equipment,Autopay,60,UW_45,68000,0.083
CON-5991,ACC-1463,95451,4211,CURRENT,vndr_b,Fleet_Car,Credit Card,30,UW_102,56k,6.4%
CON-5992,ACC-1105,56083,2380,CURRENT,vndr_c,Fleet_Car,Autopay ,,UW_99,152k,8.2%
CON-5993,ACC-1378,120349,1334, Paid ,VNDR_B,Equipment,ACH,0,UW_99,70k,5.4%
CON-5994,ACC-1182,$37478,1631,Paid,vndr_a,Fleet_Car,Autopay ,0,UW_102,33k,0.044
CON-5995,ACC-1051,97706,4086,CURRENT,vndr_a,Fleet_Car,Credit Card,90,UW_99,134k,7.2%
CON-5996,ACC-1127,$122395,1264,Paid,vndr_a,FLEET_TRUCK,ACH,0,UW_99,140000,0.053
CON-5997,ACC-1418,114863,2284, Paid ,VNDR_C,Equipment,Credit Card,90,UW_99,142k,0.041
CON-5998,ACC-1035,143913,1525,Current,VNDR_C,FLEET_TRUCK,Autopay,30,UW_99,108000,0.084
CON-5999,ACC-1181,66676,3269, Paid ,VNDR_A,Equipment,Autopay,30,UW_102,102k,0.076
